,Gene,Ensembl,gene,pvalue,padj
339,HEBP1,ENSG00000013583,ENSG00000013583,0.809702559353,0.847816530425
7960,DPEP3,ENSG00000141096,ENSG00000141096,0.810721722852,0.848832573071
2484,CRNKL1,ENSG00000101343,ENSG00000101343,0.810843963345,0.848909463881
9769,SAXO1,ENSG00000155875,ENSG00000155875,0.810923742652,0.848941893563
14378,SERTM1,ENSG00000180440,ENSG00000180440,0.811556893021,0.8494847112
5877,EMC6,ENSG00000127774,ENSG00000127774,0.811517327593,0.8494847112
12002,CDK2AP2,ENSG00000167797,ENSG00000167797,0.811588756277,0.8494847112
13136,PDP2,ENSG00000172840,ENSG00000172840,0.811640150706,0.849487389983
17170,C9orf129,ENSG00000204352,ENSG00000204352,0.811752042715,0.849553383252
12358,UMOD,ENSG00000169344,ENSG00000169344,0.811880719483,0.849636933907
768,F7,ENSG00000057593,ENSG00000057593,0.812188978996,0.849908397379
5544,WNT1,ENSG00000125084,ENSG00000125084,0.812472824788,0.850154282194
2113,MKNK2,ENSG00000099875,ENSG00000099875,0.812661857476,0.85030093298
1486,SMARCA2,ENSG00000080503,ENSG00000080503,0.812931774383,0.85053219147
3632,INPP4B,ENSG00000109452,ENSG00000109452,0.813049813722,0.850604529362
2875,CPQ,ENSG00000104324,ENSG00000104324,0.813202240498,0.850712832178
16226,NLGN3,ENSG00000196338,ENSG00000196338,0.813280752609,0.850743802492
15177,TMEM186,ENSG00000184857,ENSG00000184857,0.813689342356,0.851120030685
13189,RHOD,ENSG00000173156,ENSG00000173156,0.813834121403,0.851220283916
11616,CLMP,ENSG00000166250,ENSG00000166250,0.814355304869,0.851714197222
12469,REPS2,ENSG00000169891,ENSG00000169891,0.814513465705,0.85182839752
16831,RD3,ENSG00000198570,ENSG00000198570,0.814871836633,0.852113398295
14081,COX14,ENSG00000178449,ENSG00000178449,0.814883954046,0.852113398295
11583,PPP1R14D,ENSG00000166143,ENSG00000166143,0.814958160577,0.85213976937
10454,TMEM143,ENSG00000161558,ENSG00000161558,0.815583480165,0.852742359648
6695,CCDC59,ENSG00000133773,ENSG00000133773,0.815985137309,0.853111038796
11069,PITX2,ENSG00000164093,ENSG00000164093,0.816120453264,0.853201231115
17591,ASIC3,ENSG00000213199,ENSG00000213199,0.816830051874,0.853891751944
10564,PLPP3,ENSG00000162407,ENSG00000162407,0.817207815248,0.854235319165
17054,HIST2H3A,ENSG00000203852,ENSG00000203852,0.817594957828,0.854485958389
10978,LRRC2,ENSG00000163827,ENSG00000163827,0.817589043291,0.854485958389
17049,HIST2H3C,ENSG00000203811,ENSG00000203811,0.817594957828,0.854485958389
12625,IRX2,ENSG00000170561,ENSG00000170561,0.817697959904,0.854542265697
5756,FLRT1,ENSG00000126500,ENSG00000126500,0.817861330544,0.854661651136
6802,CFHR5,ENSG00000134389,ENSG00000134389,0.817978128293,0.85473235668
4501,MORN1,ENSG00000116151,ENSG00000116151,0.818345055748,0.85506440682
2748,TAF1C,ENSG00000103168,ENSG00000103168,0.818590937826,0.855269947954
13297,OR1L1,ENSG00000173679,ENSG00000173679,0.818669977236,0.855301156397
10794,ALPP,ENSG00000163283,ENSG00000163283,0.8188871709,0.855476688355
1985,ECHDC1,ENSG00000093144,ENSG00000093144,0.818952553719,0.855493614697
2318,PIGH,ENSG00000100564,ENSG00000100564,0.819105254108,0.855601747145
11422,CRYL1,ENSG00000165475,ENSG00000165475,0.819521717895,0.855962316108
5288,ITPR2,ENSG00000123104,ENSG00000123104,0.819548857418,0.855962316108
6417,MCCC2,ENSG00000131844,ENSG00000131844,0.820034906664,0.856371935755
3859,ENDOU,ENSG00000111405,ENSG00000111405,0.820039513301,0.856371935755
3784,COQ5,ENSG00000110871,ENSG00000110871,0.820176466678,0.856463539313
17843,ZC3H11B,ENSG00000215817,ENSG00000215817,0.820253522172,0.856492587681
3598,FOXN1,ENSG00000109101,ENSG00000109101,0.820483677824,0.856630068768
12033,MLST8,ENSG00000167965,ENSG00000167965,0.820461730874,0.856630068768
30,TMEM176A,ENSG00000002933,ENSG00000002933,0.821657478565,0.857804095525
8720,RSPO3,ENSG00000146374,ENSG00000146374,0.822133383881,0.858168987571
14959,TBL3,ENSG00000183751,ENSG00000183751,0.822204331524,0.858168987571
8450,CPO,ENSG00000144410,ENSG00000144410,0.822182878735,0.858168987571
11416,SLC16A9,ENSG00000165449,ENSG00000165449,0.822143064318,0.858168987571
14479,EHMT1,ENSG00000181090,ENSG00000181090,0.822347931733,0.858267371002
15452,DLEU7,ENSG00000186047,ENSG00000186047,0.822627037171,0.858455654904
6269,C19orf66,ENSG00000130813,ENSG00000130813,0.822580328795,0.858455654904
13214,PLAC8L1,ENSG00000173261,ENSG00000173261,0.822890860962,0.858679455695
12512,GPR37L1,ENSG00000170075,ENSG00000170075,0.823376210952,0.85908284486
16085,PRSS48,ENSG00000189099,ENSG00000189099,0.823328301411,0.85908284486
15836,ARHGAP11B,ENSG00000187951,ENSG00000187951,0.823478064372,0.859137583503
5681,OTOR,ENSG00000125879,ENSG00000125879,0.823556343382,0.85916772179
11363,CXorf58,ENSG00000165182,ENSG00000165182,0.824024315045,0.859604375425
7258,ALDOB,ENSG00000136872,ENSG00000136872,0.824148161766,0.859682014507
14486,DHTKD1,ENSG00000181192,ENSG00000181192,0.824718316884,0.860225167727
12797,CLCN5,ENSG00000171365,ENSG00000171365,0.825084911471,0.86055594406
5557,TMTC4,ENSG00000125247,ENSG00000125247,0.825565925412,0.861006011904
10554,ZYG11B,ENSG00000162378,ENSG00000162378,0.825729434321,0.861124910672
6166,USHBP1,ENSG00000130307,ENSG00000130307,0.826174663583,0.861537574068
17506,ELOA2,ENSG00000206181,ENSG00000206181,0.826390256374,0.8617107367
10314,C21orf58,ENSG00000160298,ENSG00000160298,0.826489526179,0.861762591134
13786,LRRC37A,ENSG00000176681,ENSG00000176681,0.82657940142,0.861804644432
7308,SPAG8,ENSG00000137098,ENSG00000137098,0.826776657396,0.861855333817
8119,NLRP12,ENSG00000142405,ENSG00000142405,0.826682216954,0.861855333817
13316,TDRD12,ENSG00000173809,ENSG00000173809,0.826743854658,0.861855333817
8189,BEST4,ENSG00000142959,ENSG00000142959,0.827474922908,0.862531536672
4201,KNG1,ENSG00000113889,ENSG00000113889,0.827601455968,0.862589766369
13448,SLC29A2,ENSG00000174669,ENSG00000174669,0.827629962673,0.862589766369
10512,MEIOB,ENSG00000162039,ENSG00000162039,0.828208537292,0.863141064418
17332,PCDHA7,ENSG00000204963,ENSG00000204963,0.828290825409,0.863175108315
9613,ABCA5,ENSG00000154265,ENSG00000154265,0.828380201592,0.863216534277
10326,C9orf116,ENSG00000160345,ENSG00000160345,0.828453480178,0.863241181723
13982,TMEM78,ENSG00000177800,ENSG00000177800,0.828538447906,0.86327800547
17793,CXorf49B,ENSG00000215113,ENSG00000215113,0.828720394407,0.863415863722
4530,KCNC4,ENSG00000116396,ENSG00000116396,0.828967919498,0.863570305406
8308,FLG2,ENSG00000143520,ENSG00000143520,0.828962098647,0.863570305406
2075,MAST3,ENSG00000099308,ENSG00000099308,0.829349331992,0.863915900952
7412,POU2F3,ENSG00000137709,ENSG00000137709,0.829547193087,0.864070264896
686,RAD51,ENSG00000051180,ENSG00000051180,0.829664449173,0.864088917097
9308,KIN,ENSG00000151657,ENSG00000151657,0.82963397401,0.864088917097
7458,BCL2L10,ENSG00000137875,ENSG00000137875,0.829914656751,0.864297758139
3322,LHX2,ENSG00000106689,ENSG00000106689,0.830579569756,0.86493843486
1077,PLA2G10,ENSG00000069764,ENSG00000069764,0.830801560113,0.8650982008
13047,DNAJB7,ENSG00000172404,ENSG00000172404,0.830832454301,0.8650982008
13276,CCDC106,ENSG00000173581,ENSG00000173581,0.830937969857,0.86515628094
13721,ACBD7,ENSG00000176244,ENSG00000176244,0.831117057516,0.865250497081
4327,EPB41L5,ENSG00000115109,ENSG00000115109,0.831127942267,0.865250497081
1039,REEP1,ENSG00000068615,ENSG00000068615,0.831504241074,0.865590441262
15123,C6orf58,ENSG00000184530,ENSG00000184530,0.831641334164,0.865681348082
15209,SIVA1,ENSG00000184990,ENSG00000184990,0.831952226238,0.86590133282
17155,AGER,ENSG00000204305,ENSG00000204305,0.831947293677,0.86590133282
5473,GRM4,ENSG00000124493,ENSG00000124493,0.83231973802,0.866232011659
7270,WDR38,ENSG00000136918,ENSG00000136918,0.833280150883,0.867179672427
5531,OPN5,ENSG00000124818,ENSG00000124818,0.833369974888,0.867221267838
14797,NAA38,ENSG00000183011,ENSG00000183011,0.833600391249,0.867368739768
4693,HSD11B1,ENSG00000117594,ENSG00000117594,0.833611416582,0.867368739768
7920,CPNE2,ENSG00000140848,ENSG00000140848,0.83389050801,0.867555346102
15857,CLCN1,ENSG00000188037,ENSG00000188037,0.833857851026,0.867555346102
15276,TEX33,ENSG00000185264,ENSG00000185264,0.834394969044,0.867981657328
4357,IFIH1,ENSG00000115267,ENSG00000115267,0.834400073231,0.867981657328
4739,SLC8A2,ENSG00000118160,ENSG00000118160,0.834587985215,0.868125216936
3193,ATP6V0A4,ENSG00000105929,ENSG00000105929,0.835543611363,0.869067275751
13473,PDZK1,ENSG00000174827,ENSG00000174827,0.835613798567,0.869088312471
15030,CLDN5,ENSG00000184113,ENSG00000184113,0.835856631966,0.8692369291
9558,ZNF599,ENSG00000153896,ENSG00000153896,0.835847344386,0.8692369291
3041,OVOL3,ENSG00000105261,ENSG00000105261,0.836312164915,0.869635406362
17228,ZSCAN5C,ENSG00000204532,ENSG00000204532,0.836339793793,0.869635406362
5914,ADM2,ENSG00000128165,ENSG00000128165,0.836480355432,0.869729574581
17328,PCDHGA1,ENSG00000204956,ENSG00000204956,0.836601975756,0.869804038508
17957,HBD,ENSG00000223609,ENSG00000223609,0.836959913724,0.870124175187
16333,SLC30A10,ENSG00000196660,ENSG00000196660,0.837325284777,0.870452000759
13521,RTP1,ENSG00000175077,ENSG00000175077,0.837554941359,0.8706387119
17379,TMEM170B,ENSG00000205269,ENSG00000205269,0.837708038767,0.87074582219
7415,FDX1,ENSG00000137714,ENSG00000137714,0.838108620906,0.871110149418
7985,C17orf64,ENSG00000141371,ENSG00000141371,0.838516103297,0.871481604639
5241,POLM,ENSG00000122678,ENSG00000122678,0.838604115765,0.871521005719
12439,ZNF32,ENSG00000169740,ENSG00000169740,0.839021244834,0.871902416744
17701,WEE2,ENSG00000214102,ENSG00000214102,0.839085992114,0.871917612474
6096,TTI2,ENSG00000129696,ENSG00000129696,0.839177089566,0.871960185951
14105,CSRNP3,ENSG00000178662,ENSG00000178662,0.839294116446,0.872029695112
16695,RPS4X,ENSG00000198034,ENSG00000198034,0.839357190521,0.872043142156
6572,VSTM2L,ENSG00000132821,ENSG00000132821,0.839439492631,0.872076563206
15747,FOXD4L3,ENSG00000187559,ENSG00000187559,0.840115773149,0.872727015463
5591,C1orf61,ENSG00000125462,ENSG00000125462,0.840496313915,0.873070188735
7277,RABEPK,ENSG00000136933,ENSG00000136933,0.840808444366,0.873342263674
16026,CNR2,ENSG00000188822,ENSG00000188822,0.840961436881,0.873449020452
13029,CSDC2,ENSG00000172346,ENSG00000172346,0.841427600224,0.873881014144
14033,NDUFV2,ENSG00000178127,ENSG00000178127,0.841661365714,0.874071609349
9851,FAM122C,ENSG00000156500,ENSG00000156500,0.841721709521,0.874082092838
3262,PCOLCE,ENSG00000106333,ENSG00000106333,0.841900229365,0.874215287118
7050,ABCB10,ENSG00000135776,ENSG00000135776,0.842216899635,0.87438752427
5413,TOX2,ENSG00000124191,ENSG00000124191,0.842202277029,0.87438752427
4814,KLF12,ENSG00000118922,ENSG00000118922,0.842117892093,0.87438752427
10244,CCDC117,ENSG00000159873,ENSG00000159873,0.842681349272,0.874817502422
10561,LEXM,ENSG00000162398,ENSG00000162398,0.843064059165,0.874952163965
3975,MDN1,ENSG00000112159,ENSG00000112159,0.842998024368,0.874952163965
3960,RHAG,ENSG00000112077,ENSG00000112077,0.843192692188,0.874952163965
13223,PPP1R3B,ENSG00000173281,ENSG00000173281,0.843213456552,0.874952163965
4733,KMT2A,ENSG00000118058,ENSG00000118058,0.843022688579,0.874952163965
2476,HAO1,ENSG00000101323,ENSG00000101323,0.843142285209,0.874952163965
11276,OXR1,ENSG00000164830,ENSG00000164830,0.843158391783,0.874952163965
10575,CTRC,ENSG00000162438,ENSG00000162438,0.843164794268,0.874952163965
16167,VN1R2,ENSG00000196131,ENSG00000196131,0.843400622108,0.87509417367
10843,CXCR1,ENSG00000163464,ENSG00000163464,0.843856962921,0.875515440178
5138,PILRB,ENSG00000121716,ENSG00000121716,0.844055878204,0.875669589155
10711,MEMO1,ENSG00000162959,ENSG00000162959,0.844799324644,0.876388612367
2289,HDAC10,ENSG00000100429,ENSG00000100429,0.845288324323,0.876843604365
13974,SLC35G5,ENSG00000177710,ENSG00000177710,0.845916112749,0.877442503355
15360,PMEL,ENSG00000185664,ENSG00000185664,0.846035226494,0.877513729942
10888,RPL22L1,ENSG00000163584,ENSG00000163584,0.846153709661,0.877565664558
12807,MRPL36,ENSG00000171421,ENSG00000171421,0.846186196702,0.877565664558
7254,SLC31A2,ENSG00000136867,ENSG00000136867,0.847102816346,0.878463901892
3708,MS4A6A,ENSG00000110077,ENSG00000110077,0.847288686383,0.878604274196
13449,BRSK2,ENSG00000174672,ENSG00000174672,0.847884501527,0.879169701005
11248,SLC35G3,ENSG00000164729,ENSG00000164729,0.848127785458,0.879369543305
129,CACNA1G,ENSG00000006283,ENSG00000006283,0.848275786606,0.879470575039
5890,SEM1,ENSG00000127922,ENSG00000127922,0.848467240995,0.879616643251
14313,CRIPAK,ENSG00000179979,ENSG00000179979,0.848711944112,0.879817894388
1462,AFM,ENSG00000079557,ENSG00000079557,0.848773580113,0.87982935618
13066,AGXT,ENSG00000172482,ENSG00000172482,0.848858016081,0.879864449393
10018,ANKRD61,ENSG00000157999,ENSG00000157999,0.849825611614,0.88081490282
14778,C11orf54,ENSG00000182919,ENSG00000182919,0.849937808413,0.880878704561
1340,TPD52,ENSG00000076554,ENSG00000076554,0.849992287568,0.880882683482
2267,SLC25A17,ENSG00000100372,ENSG00000100372,0.85016988781,0.881014249878
13706,BNIP3,ENSG00000176171,ENSG00000176171,0.850436790127,0.881238337062
13147,RNASEH2C,ENSG00000172922,ENSG00000172922,0.851298648021,0.882078864804
109,ZFX,ENSG00000005889,ENSG00000005889,0.851432566195,0.882165077668
4652,HMGCL,ENSG00000117305,ENSG00000117305,0.851499656497,0.882182044358
18192,KBTBD13,ENSG00000234438,ENSG00000234438,0.851713390567,0.882350927814
14416,CHST13,ENSG00000180767,ENSG00000180767,0.851878464958,0.882469384109
3592,VTN,ENSG00000109072,ENSG00000109072,0.852163796411,0.882659833189
8704,CYP39A1,ENSG00000146233,ENSG00000146233,0.852126777567,0.882659833189
15145,FOXD4L4,ENSG00000184659,ENSG00000184659,0.852405753662,0.882857879426
6122,PRRG3,ENSG00000130032,ENSG00000130032,0.852884999218,0.883249065988
6383,ACAP3,ENSG00000131584,ENSG00000131584,0.852871152076,0.883249065988
9390,SH2D6,ENSG00000152292,ENSG00000152292,0.852949357958,0.883263131425
14823,CSMD1,ENSG00000183117,ENSG00000183117,0.853050865581,0.88331566205
8212,ALDH9A1,ENSG00000143149,ENSG00000143149,0.853334053939,0.883556301683
8529,OSBPL11,ENSG00000144909,ENSG00000144909,0.854031827928,0.884179109304
3515,CHRNE,ENSG00000108556,ENSG00000108556,0.854037217277,0.884179109304
8625,GTF2H2,ENSG00000145736,ENSG00000145736,0.854158305269,0.884251843133
11908,SGK494,ENSG00000167524,ENSG00000167524,0.854352402886,0.884400145691
13771,DCAF4L2,ENSG00000176566,ENSG00000176566,0.855171270824,0.885195135733
4756,C1orf54,ENSG00000118292,ENSG00000118292,0.855223483838,0.885196507281
15404,TMEM210,ENSG00000185863,ENSG00000185863,0.855657644336,0.885578902333
10839,TMEM169,ENSG00000163449,ENSG00000163449,0.855745660782,0.885578902333
17587,LINGO4,ENSG00000213171,ENSG00000213171,0.855743005354,0.885578902333
258,NISCH,ENSG00000010322,ENSG00000010322,0.856076022012,0.885868078697
17700,SMCO1,ENSG00000214097,ENSG00000214097,0.85637086733,0.886120470954
3958,SLC26A8,ENSG00000112053,ENSG00000112053,0.856601691244,0.886306591672
4866,INVS,ENSG00000119509,ENSG00000119509,0.856750012469,0.886407331642
4986,MYCT1,ENSG00000120279,ENSG00000120279,0.856972347059,0.886531904674
14531,EDDM3A,ENSG00000181562,ENSG00000181562,0.856924688236,0.886531904674
4822,ELL2,ENSG00000118985,ENSG00000118985,0.857034592432,0.886543573701
8628,FBXL17,ENSG00000145743,ENSG00000145743,0.857212667307,0.886622330111
13242,ARV1,ENSG00000173409,ENSG00000173409,0.857201018859,0.886622330111
8828,CXorf57,ENSG00000147231,ENSG00000147231,0.857341090553,0.886649718798
11111,ZNF474,ENSG00000164185,ENSG00000164185,0.857306099531,0.886649718798
171,SLC13A2,ENSG00000007216,ENSG00000007216,0.857619270131,0.886884680098
12987,SNTB1,ENSG00000172164,ENSG00000172164,0.857822402865,0.887000315621
4256,GBE1,ENSG00000114480,ENSG00000114480,0.857833073279,0.887000315621
641,GUCA1A,ENSG00000048545,ENSG00000048545,0.858142847935,0.887267881588
5406,MATN4,ENSG00000124159,ENSG00000124159,0.858465479602,0.887548708331
13007,C1QTNF4,ENSG00000172247,ENSG00000172247,0.858710604955,0.887749374372
858,MTMR1,ENSG00000063601,ENSG00000063601,0.858906338512,0.887836480947
10399,LY6E,ENSG00000160932,ENSG00000160932,0.858882075706,0.887836480947
12488,ZNF747,ENSG00000169955,ENSG00000169955,0.858947981481,0.887836480947
398,SAMD4A,ENSG00000020577,ENSG00000020577,0.859466995692,0.888320165779
5136,DEPDC7,ENSG00000121690,ENSG00000121690,0.859540701912,0.888343563054
10303,C21orf2,ENSG00000160226,ENSG00000160226,0.85961109116,0.888363529629
11866,RBFOX3,ENSG00000167281,ENSG00000167281,0.85978742559,0.888492976186
6084,CDO1,ENSG00000129596,ENSG00000129596,0.860048378192,0.888709845471
1265,HACD3,ENSG00000074696,ENSG00000074696,0.860203219504,0.888817048012
7471,GIPC2,ENSG00000137960,ENSG00000137960,0.860387335343,0.888831334515
6522,MATN2,ENSG00000132561,ENSG00000132561,0.860421433855,0.888831334515
14027,TSSK6,ENSG00000178093,ENSG00000178093,0.86034871799,0.888831334515
14149,LGALS7B,ENSG00000178934,ENSG00000178934,0.86032907096,0.888831334515
15519,SLC36A2,ENSG00000186335,ENSG00000186335,0.861094130852,0.889473420794
4408,ST3GAL5,ENSG00000115525,ENSG00000115525,0.861355499666,0.889690571622
4863,HSDL2,ENSG00000119471,ENSG00000119471,0.861681492616,0.889842839942
12585,VSTM2A,ENSG00000170419,ENSG00000170419,0.861701515263,0.889842839942
8925,C9orf3,ENSG00000148120,ENSG00000148120,0.861577005658,0.889842839942
817,MPC1,ENSG00000060762,ENSG00000060762,0.86170753888,0.889842839942
15837,CYHR1,ENSG00000187954,ENSG00000187954,0.862132428933,0.890228754677
15423,RTN4RL1,ENSG00000185924,ENSG00000185924,0.862203728825,0.890249531841
800,DNAJC25,ENSG00000059769,ENSG00000059769,0.862391641331,0.890390705185
3107,FGF21,ENSG00000105550,ENSG00000105550,0.862690083194,0.890645972887
2525,ZNF516,ENSG00000101493,ENSG00000101493,0.862754072517,0.890659174566
10343,TMEM190,ENSG00000160472,ENSG00000160472,0.86303298127,0.890894232342
9493,CETN3,ENSG00000153140,ENSG00000153140,0.863152802941,0.890965049084
6984,BLOC1S1,ENSG00000135441,ENSG00000135441,0.863329231389,0.891094284698
12502,MYRIP,ENSG00000170011,ENSG00000170011,0.86343650082,0.89115212601
10884,AIM2,ENSG00000163568,ENSG00000163568,0.863519339679,0.89118474718
190,SELE,ENSG00000007908,ENSG00000007908,0.863965118361,0.891591909936
4812,PPL,ENSG00000118898,ENSG00000118898,0.864052430607,0.891629117305
11371,OR1Q1,ENSG00000165202,ENSG00000165202,0.864209246716,0.89173803812
1873,CHRD,ENSG00000090539,ENSG00000090539,0.864745255366,0.892185273849
17644,TREX1,ENSG00000213689,ENSG00000213689,0.864723062416,0.892185273849
13964,CRACR2B,ENSG00000177685,ENSG00000177685,0.865341357978,0.892638660152
15916,ENO4,ENSG00000188316,ENSG00000188316,0.86538996061,0.892638660152
7813,SLC24A4,ENSG00000140090,ENSG00000140090,0.865337693949,0.892638660152
5440,PCK1,ENSG00000124253,ENSG00000124253,0.865366408166,0.892638660152
3680,ZBTB16,ENSG00000109906,ENSG00000109906,0.865599290309,0.892801639783
16658,HES5,ENSG00000197921,ENSG00000197921,0.865720621933,0.892873841961
3721,ANAPC15,ENSG00000110200,ENSG00000110200,0.865862136912,0.89296685075
14909,PGPEP1L,ENSG00000183571,ENSG00000183571,0.866018954048,0.893075628744
7053,GLUL,ENSG00000135821,ENSG00000135821,0.866432955018,0.893449597044
3414,MICU1,ENSG00000107745,ENSG00000107745,0.866502732936,0.893468585621
6824,SLCO1B1,ENSG00000134538,ENSG00000134538,0.866584958896,0.893488730765
4874,C19orf25,ENSG00000119559,ENSG00000119559,0.866624999452,0.893488730765
3888,CHPT1,ENSG00000111666,ENSG00000111666,0.867343506206,0.894176512206
13763,PHLDB3,ENSG00000176531,ENSG00000176531,0.867470593104,0.894254531649
9239,C12orf45,ENSG00000151131,ENSG00000151131,0.86760715213,0.894342305855
6071,PARP2,ENSG00000129484,ENSG00000129484,0.86801728986,0.894606040829
11668,TRIM66,ENSG00000166436,ENSG00000166436,0.867957803481,0.894606040829
4969,RCL1,ENSG00000120158,ENSG00000120158,0.868008288866,0.894606040829
17151,C6orf10,ENSG00000204296,ENSG00000204296,0.868285192483,0.894776121045
10662,KLHDC9,ENSG00000162755,ENSG00000162755,0.868249860563,0.894776121045
9603,PITPNC1,ENSG00000154217,ENSG00000154217,0.8689322519,0.895291267906
15357,NTF3,ENSG00000185652,ENSG00000185652,0.869053092114,0.895291267906
11031,ZNF691,ENSG00000164011,ENSG00000164011,0.869093897664,0.895291267906
5348,NRK,ENSG00000123572,ENSG00000123572,0.86906433514,0.895291267906
6110,SHC2,ENSG00000129946,ENSG00000129946,0.868968788875,0.895291267906
4064,VEGFA,ENSG00000112715,ENSG00000112715,0.869084053868,0.895291267906
10895,PPP4R2,ENSG00000163605,ENSG00000163605,0.869286982227,0.895437144303
16876,ECI2,ENSG00000198721,ENSG00000198721,0.869483285026,0.895586318275
2756,ZNF500,ENSG00000103199,ENSG00000103199,0.869707526444,0.895764250252
285,AKAP8L,ENSG00000011243,ENSG00000011243,0.869866325287,0.895874761893
14050,PRSS36,ENSG00000178226,ENSG00000178226,0.870634932965,0.896613264989
12935,FBXW10,ENSG00000171931,ENSG00000171931,0.870936414208,0.896870644396
16520,CYP2B6,ENSG00000197408,ENSG00000197408,0.87229628314,0.898164664687
13379,SNX31,ENSG00000174226,ENSG00000174226,0.872254125728,0.898164664687
4809,MFSD1,ENSG00000118855,ENSG00000118855,0.872426395247,0.898245465837
13109,PURG,ENSG00000172733,ENSG00000172733,0.872505514392,0.898273758455
4412,HSPE1,ENSG00000115541,ENSG00000115541,0.872921862243,0.898649215465
12341,NMD3,ENSG00000169251,ENSG00000169251,0.872998954618,0.89867539446
2235,RASD2,ENSG00000100302,ENSG00000100302,0.873320064272,0.898793191221
12919,RPS21,ENSG00000171858,ENSG00000171858,0.873312868232,0.898793191221
13074,BANP,ENSG00000172530,ENSG00000172530,0.873277431465,0.898793191221
702,FOXN3,ENSG00000053254,ENSG00000053254,0.873165646136,0.898793191221
2831,TTC23,ENSG00000103852,ENSG00000103852,0.873420878929,0.898843766726
10795,GABRG1,ENSG00000163285,ENSG00000163285,0.873547718358,0.898921116944
10269,CPAMD8,ENSG00000160111,ENSG00000160111,0.873971242612,0.899303742398
8609,FAM159B,ENSG00000145642,ENSG00000145642,0.874337793077,0.89962770085
2068,RAB18,ENSG00000099246,ENSG00000099246,0.874643751876,0.899889280409
15893,NUTM2B,ENSG00000188199,ENSG00000188199,0.875092670187,0.900297906193
15127,C17orf74,ENSG00000184560,ENSG00000184560,0.875265505694,0.900422465642
2006,EPB41L4B,ENSG00000095203,ENSG00000095203,0.875553673142,0.900665650166
2991,KIR3DX1,ENSG00000104970,ENSG00000104970,0.875799631179,0.900865388466
17677,HBG1,ENSG00000213934,ENSG00000213934,0.876493378172,0.901525680777
13943,CD163,ENSG00000177575,ENSG00000177575,0.876622451955,0.901605129295
5016,ENY2,ENSG00000120533,ENSG00000120533,0.876840730629,0.901776310115
13562,CENPS,ENSG00000175279,ENSG00000175279,0.877168683687,0.90206025733
12772,SCAND1,ENSG00000171222,ENSG00000171222,0.877748199384,0.902602856957
15090,COLEC10,ENSG00000184374,ENSG00000184374,0.877879174629,0.902684178203
1782,ZNF343,ENSG00000088876,ENSG00000088876,0.877991783597,0.902746605726
247,DYRK4,ENSG00000010219,ENSG00000010219,0.878272246295,0.902821517805
1958,DAZL,ENSG00000092345,ENSG00000092345,0.878247474692,0.902821517805
11190,SFXN1,ENSG00000164466,ENSG00000164466,0.878178555434,0.902821517805
3663,RAPGEF2,ENSG00000109756,ENSG00000109756,0.878138332162,0.902821517805
7850,TSPAN3,ENSG00000140391,ENSG00000140391,0.878773716985,0.903264067857
2097,NDUFB7,ENSG00000099795,ENSG00000099795,0.878806615948,0.903264067857
13966,MAGEB10,ENSG00000177689,ENSG00000177689,0.878887642347,0.903293975694
8242,NR1I3,ENSG00000143257,ENSG00000143257,0.879078479009,0.903383360452
10580,TMEM82,ENSG00000162460,ENSG00000162460,0.879037350016,0.903383360452
11608,SPIC,ENSG00000166211,ENSG00000166211,0.879436712737,0.903698110707
5910,PAICS,ENSG00000128050,ENSG00000128050,0.879637445245,0.903850987066
15847,OR7D2,ENSG00000188000,ENSG00000188000,0.87995931295,0.904128307665
14021,PRSS42,ENSG00000178055,ENSG00000178055,0.880288708481,0.904413329633
12222,SHOX2,ENSG00000168779,ENSG00000168779,0.880508558856,0.904517975682
17064,LIME1,ENSG00000203896,ENSG00000203896,0.880546559368,0.904517975682
12643,ACYP2,ENSG00000170634,ENSG00000170634,0.880540186317,0.904517975682
15970,FAM72B,ENSG00000188610,ENSG00000188610,0.880666717898,0.904587986881
10552,ELAVL4,ENSG00000162374,ENSG00000162374,0.880841593417,0.904714189743
8819,ITGB1BP2,ENSG00000147166,ENSG00000147166,0.881332972264,0.905128652292
9450,SLC16A12,ENSG00000152779,ENSG00000152779,0.881349187268,0.905128652292
586,ZPBP,ENSG00000042813,ENSG00000042813,0.882234077724,0.905930447581
7755,KRT71,ENSG00000139648,ENSG00000139648,0.882213586483,0.905930447581
9418,TRIM36,ENSG00000152503,ENSG00000152503,0.882788058613,0.906445798924
17796,CBWD7,ENSG00000215126,ENSG00000215126,0.883189478376,0.906804449082
5262,NUDT10,ENSG00000122824,ENSG00000122824,0.88354624524,0.90711721277
2339,SIX4,ENSG00000100625,ENSG00000100625,0.883885927433,0.907412400124
17052,HIST2H3PS2,ENSG00000203818,ENSG00000203818,0.884233507617,0.907715660372
15868,PRSS45,ENSG00000188086,ENSG00000188086,0.884805456064,0.908210460127
16643,MDS2,ENSG00000197880,ENSG00000197880,0.884819929162,0.908210460127
2240,CABP7,ENSG00000100314,ENSG00000100314,0.885072849092,0.908416462706
13798,CDK5R1,ENSG00000176749,ENSG00000176749,0.885692104706,0.908998416506
5454,MCEE,ENSG00000124370,ENSG00000124370,0.8867998665,0.910081632906
17833,C20orf202,ENSG00000215595,ENSG00000215595,0.886929691631,0.910161169602
345,POLA2,ENSG00000014138,ENSG00000014138,0.887021993059,0.910202192618
8434,SLC4A10,ENSG00000144290,ENSG00000144290,0.887919502851,0.911005807119
