"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY"	49	2.8881	0.41962	0.89711	-2.888	0.58687	1	4.453	0.98161	0.99993	28	4.5739	0.88785	0.99929	21	1.5206	0.96899	0.99741
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"	36	2.6093	0.44903	0.94909	-2.6093	0.55515	1	5.8723	0.71478	0.92848	22	4.8367	0.73773	0.99929	14	3.3536	0.6211	0.91686
"KEGG_JAK_STAT_SIGNALING_PATHWAY"	112	10.162	0.0019692	0.021546	-10.163	0.99809	1	15.266	0.035437	0.11564	85	12.926	0.22712	0.68435	27	8.1576	0.043086	0.17051
"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	75	6.4023	0.063973	0.25867	-6.4023	0.93735	1	10.5	0.41989	0.69115	46	10.515	0.14406	0.57013	29	3.6425	0.87141	0.99437
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY"	105	2.1351	0.7504	1	-2.1351	0.25904	0.67291	7.3621	0.99504	0.99993	63	5.1401	0.9974	0.99929	42	5.3453	0.76833	0.95407
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY"	98	6.8727	0.079738	0.30268	-6.8727	0.92126	1	9.2245	0.90861	0.99993	68	8.5372	0.85707	0.99929	30	3.8193	0.85492	0.989
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	69	2.9214	0.52313	1	-2.9214	0.48769	0.95801	6.6028	0.96379	0.99993	47	4.4664	0.99023	0.99929	22	5.1651	0.41469	0.74564
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"	65	2.0593	0.64973	1	-2.0593	0.35826	0.84236	8.2661	0.76608	0.95997	38	6.2206	0.8222	0.99929	27	5.4458	0.45953	0.76315
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS"	81	6.6897	0.065892	0.26076	-6.6907	0.93419	1	9.5953	0.69155	0.90583	58	8.315	0.78258	0.99929	23	4.8025	0.51511	0.82595
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	102	8.8247	0.0085735	0.070152	-8.8247	0.99145	1	12.873	0.26715	0.48242	67	12.552	0.10216	0.48721	35	4.6093	0.78233	0.95732
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	40	5.8426	0.060727	0.25101	-5.8426	0.93855	1	5.6217	0.84818	0.99993	29	5.9244	0.69236	0.99929	11	1.1008	0.90648	0.99741
"KEGG_CIRCADIAN_RHYTHM_MAMMAL"	13	0.77598	0.60792	1	-0.77598	0.39726	0.87618	5.7827	0.19298	0.39015	7	4.3077	0.31299	0.766	6	3.8591	0.20781	0.51537
"KEGG_LONG_TERM_POTENTIATION"	59	0.51704	0.85303	1	-0.51704	0.15598	0.50899	11.069	0.106	0.26643	30	8.4938	0.18726	0.66533	29	7.1497	0.17093	0.44779
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY"	120	7.6293	0.056151	0.23933	-7.6257	0.94479	1	12.719	0.49982	0.77472	78	11.823	0.36112	0.78643	42	5.3867	0.76085	0.95407
"KEGG_LONG_TERM_DEPRESSION"	54	4.734	0.17098	0.52133	-4.734	0.83061	1	8.3593	0.53766	0.79004	33	8.0903	0.33105	0.76755	21	3.2629	0.79066	0.96076
"KEGG_OLFACTORY_TRANSDUCTION"	31	-1.0261	0.91145	1	1.0261	0.096497	0.35897	8.3633	0.16494	0.3447	14	5.6709	0.29075	0.766	17	6.1474	0.14166	0.41824
"KEGG_TASTE_TRANSDUCTION"	27	4.0861	0.16089	0.51185	-4.0861	0.83926	1	4.2419	0.8637	0.99993	15	6.1136	0.25362	0.70408	12	-0.47246	0.99049	0.99741
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	184	19.423	4.4027e-11	2.0473e-09	-19.426	1	1	21.708	0.00053038	0.0035232	133	23.171	1.0767e-06	2.8609e-05	51	3.8141	0.98427	0.99741
"KEGG_INSULIN_SIGNALING_PATHWAY"	127	0.98342	0.93076	1	-0.98342	0.074748	0.29581	14.043	0.30937	0.54286	73	9.4898	0.76571	0.99929	54	10.502	0.041252	0.1668
"KEGG_GNRH_SIGNALING_PATHWAY"	87	6.1647	0.10336	0.36792	-6.1647	0.89725	1	13.357	0.065742	0.1941	53	12.147	0.056132	0.34802	34	6.1992	0.4315	0.75375
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION"	79	4.6775	0.29606	0.72457	-4.6774	0.71043	1	9.0321	0.77934	0.95999	52	7.4564	0.79953	0.99929	27	5.1019	0.54106	0.85285
"KEGG_MELANOGENESIS"	88	5.4342	0.18075	0.54224	-5.4342	0.82275	1	14.154	0.029115	0.096704	54	12.087	0.067664	0.38138	34	7.5395	0.16559	0.44471
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY"	63	2.2696	0.60704	1	-2.27	0.40366	0.87618	9.2347	0.52422	0.79004	36	6.8619	0.65038	0.99929	27	6.1828	0.29448	0.60249
"KEGG_TYPE_II_DIABETES_MELLITUS"	39	-0.11195	0.87192	1	0.11195	0.13303	0.44708	9.6486	0.08955	0.23795	24	5.2001	0.73809	0.99929	15	8.9803	0.0016625	0.0088351
"KEGG_TYPE_I_DIABETES_MELLITUS"	34	2.2012	0.51034	1	-2.2012	0.49446	0.95801	1.3161	0.9986	0.99993	21	1.7732	0.9884	0.99929	13	-0.12535	0.98619	0.99741
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	17	-8.5366	1	1	8.5366	5.5425e-06	5.7273e-05	9.9359	0.001889	0.0097599	3	2.632	0.40681	0.81933	14	9.7305	0.00022758	0.0016281
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION"	35	3.9616	0.19915	0.56925	-3.9616	0.80275	1	6.9426	0.4932	0.77472	24	5.8595	0.60485	0.99438	11	3.7289	0.43931	0.75659
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"	41	6.7128	0.029941	0.16876	-6.7128	0.96998	1	7.0858	0.60435	0.81854	30	7.5409	0.3604	0.78643	11	1.2266	0.89416	0.99741
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION"	21	5.8339	0.038469	0.19528	-5.8339	0.96122	1	9.6677	0.0080189	0.035512	14	9.2821	0.0054426	0.058232	7	3.6182	0.28909	0.60249
"KEGG_ALZHEIMERS_DISEASE"	143	-2.0549	0.99834	1	2.0549	0.0019838	0.010853	14.361	0.40947	0.68002	64	9.5174	0.63208	0.99929	79	10.755	0.16182	0.44262
"KEGG_PARKINSONS_DISEASE"	103	-7.2587	1	1	7.2587	2.8343e-07	3.2949e-06	8.9548	0.93839	0.99993	35	2.2309	0.99789	0.99929	68	9.4204	0.27277	0.60249
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	43	1.3069	0.68532	1	-1.3069	0.32321	0.77073	9.0143	0.22979	0.43627	24	6.6588	0.42685	0.82354	19	6.077	0.16737	0.44471
"KEGG_HUNTINGTONS_DISEASE"	159	0.21474	0.98014	1	-0.21474	0.023165	0.11048	15.975	0.22986	0.43627	80	10.976	0.58467	0.97972	79	11.618	0.067041	0.2398
"KEGG_PRION_DISEASES"	32	-0.4064	0.8692	1	0.4064	0.1346	0.44708	9.3473	0.069332	0.2015	15	6.6921	0.163	0.62978	17	6.5383	0.096963	0.31641
"KEGG_VIBRIO_CHOLERAE_INFECTION"	47	4.4727	0.20199	0.56925	-4.4727	0.80293	1	10.918	0.048902	0.15417	28	9.6738	0.053483	0.34392	19	5.4279	0.27997	0.60249
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION"	61	9.3452	0.0014921	0.017346	-9.3452	0.99852	1	8.5689	0.60292	0.81854	44	9.8059	0.2318	0.68435	17	0.45617	0.9868	0.99741
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION"	48	10.392	0.00025043	0.0038816	-10.392	0.99972	1	10.152	0.11645	0.27769	37	11.089	0.032952	0.24516	11	0.87081	0.92622	0.99741
"KEGG_LEISHMANIA_INFECTION"	64	6.902	0.039761	0.19528	-6.9019	0.96073	1	6.9975	0.90484	0.99993	44	7.435	0.70387	0.99929	20	1.4896	0.96916	0.99741
"KEGG_PATHWAYS_IN_CANCER"	297	20.981	2.5071e-11	1.5544e-09	-20.981	1	1	30.271	4.0307e-09	1.8743e-07	214	28.623	1.0328e-08	3.8419e-07	83	11.301	0.1523	0.42922
"KEGG_COLORECTAL_CANCER"	61	6.4848	0.047745	0.22202	-6.4848	0.95311	1	10.337	0.23446	0.44051	44	8.8641	0.4094	0.81933	17	5.3213	0.27595	0.60249
"KEGG_RENAL_CELL_CARCINOMA"	64	6.5206	0.056478	0.23933	-6.5206	0.94439	1	9.3028	0.51855	0.79004	44	8.7681	0.42948	0.82354	20	3.6362	0.7104	0.95407
"KEGG_PANCREATIC_CANCER"	66	8.2816	0.0058685	0.051978	-8.2816	0.99407	1	11.504	0.12605	0.29445	50	10.165	0.24062	0.68992	16	5.3955	0.2243	0.54181
"KEGG_ENDOMETRIAL_CANCER"	50	3.8141	0.32497	0.77492	-3.8141	0.67929	1	6.9686	0.75565	0.95997	37	5.1776	0.91215	0.99929	13	4.9318	0.23482	0.55287
"KEGG_GLIOMA"	61	4.5642	0.21395	0.57674	-4.5643	0.78966	1	11.236	0.11038	0.27014	38	9.489	0.18276	0.66533	23	6.101	0.23367	0.55287
"KEGG_PROSTATE_CANCER"	83	9.2454	0.0040432	0.037602	-9.2454	0.9959	1	12.676	0.115	0.27769	62	11.484	0.21589	0.68059	21	5.4688	0.29801	0.60249
"KEGG_THYROID_CANCER"	27	2.5735	0.37564	0.83613	-2.5735	0.62584	1	8.3657	0.10403	0.26507	18	6.3504	0.30109	0.766	9	5.5089	0.073909	0.25458
"KEGG_BASAL_CELL_CARCINOMA"	49	5.5898	0.079664	0.30268	-5.5898	0.9207	1	12.661	0.0076075	0.034512	35	9.9237	0.078224	0.39323	14	7.9966	0.0067791	0.033182
"KEGG_MELANOMA"	62	10.835	0.00016662	0.0028174	-10.835	0.99981	1	13.267	0.0091713	0.038857	45	13.547	0.0021688	0.026749	17	3.2962	0.71798	0.95407
"KEGG_BLADDER_CANCER"	39	7.4928	0.0086748	0.070152	-7.4928	0.99125	1	8.5886	0.2285	0.43627	30	8.4753	0.19003	0.66533	9	2.4049	0.66019	0.95104
"KEGG_CHRONIC_MYELOID_LEUKEMIA"	71	7.9526	0.013062	0.10066	-7.9526	0.9866	1	11.737	0.14145	0.31528	50	10.861	0.1373	0.5639	21	4.8231	0.44501	0.75776
"KEGG_ACUTE_MYELOID_LEUKEMIA"	53	4.8675	0.14898	0.50383	-4.8675	0.85087	1	8.4245	0.49722	0.77472	37	7.1763	0.60812	0.99438	16	4.4198	0.42986	0.75375
"KEGG_SMALL_CELL_LUNG_CANCER"	82	13.605	2.878e-06	5.9479e-05	-13.605	1	1	18.09	1.5047e-05	0.00018658	61	17.377	1.9203e-05	0.00044646	21	6.1293	0.17591	0.45444
"KEGG_NON_SMALL_CELL_LUNG_CANCER"	50	3.6865	0.34579	0.80397	-3.6865	0.65883	1	8.0523	0.54264	0.79004	34	6.3094	0.74407	0.99929	16	5.0372	0.29308	0.60249
"KEGG_ASTHMA"	21	1.3531	0.5532	1	-1.3531	0.44937	0.92183	3.6268	0.82903	0.98845	12	3.0486	0.75727	0.99929	9	2.0198	0.74015	0.95407
"KEGG_AUTOIMMUNE_THYROID_DISEASE"	29	2.541	0.38971	0.85277	-2.541	0.61412	1	1.0228	0.99815	0.99993	17	2.3961	0.9417	0.99929	12	-1.262	0.99741	0.99741
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS"	75	-0.071862	0.91464	1	0.071863	0.092913	0.35269	7.1729	0.95493	0.99993	37	4.958	0.92959	0.99929	38	5.1847	0.74073	0.95407
"KEGG_ALLOGRAFT_REJECTION"	30	1.5027	0.5961	1	-1.5027	0.41084	0.87618	1.0646	0.99896	0.99993	16	1.8983	0.95707	0.99929	14	-0.471	0.99528	0.99741
"KEGG_GRAFT_VERSUS_HOST_DISEASE"	31	1.6796	0.56349	1	-1.6796	0.44508	0.92183	1.8789	0.9964	0.99993	18	2.1225	0.96815	0.99929	13	0.40395	0.97105	0.99741
"KEGG_PRIMARY_IMMUNODEFICIENCY"	30	3.3558	0.28563	0.71332	-3.3558	0.71663	1	5.0827	0.77887	0.95999	21	4.411	0.78145	0.99929	9	2.5417	0.62968	0.92221
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	67	16.712	8.5921e-10	2.6635e-08	-16.716	1	1	19.393	2.305e-08	7.1455e-07	51	20.049	8.4228e-10	5.2221e-08	16	3.8898	0.55522	0.86059
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	63	15.187	3.4356e-08	9.129e-07	-15.19	1	1	18.625	8.5827e-08	1.7738e-06	48	18.733	2.8435e-08	8.8149e-07	15	4.6592	0.3414	0.66146
"KEGG_DILATED_CARDIOMYOPATHY"	72	16.787	2.4168e-10	8.9906e-09	-16.79	1	1	19.611	4.3194e-08	1.1477e-06	55	20.1	2.7524e-09	1.2799e-07	17	4.204	0.52058	0.82759
"KEGG_VIRAL_MYOCARDITIS"	58	6.9837	0.029596	0.16876	-6.9837	0.9695	1	8.7127	0.5495	0.79004	37	9.4808	0.16591	0.62978	21	1.8952	0.94938	0.99741
