"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY"	51	0.3362	0.2074	0.71379	-0.3362	0.7926	1	-1.9864	0.93254	0.98552	29	-1.875	0.89067	0.93411	22	-0.87175	0.83439	0.98365
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"	36	-1.7056	0.8989	1	1.7056	0.1011	0.45356	-0.4596	0.56302	0.77002	13	-0.79481	0.62741	0.89967	23	0.022553	0.55101	0.93171
"KEGG_JAK_STAT_SIGNALING_PATHWAY"	123	-1.9997	0.8888	1	1.9997	0.1112	0.47531	0.052263	0.30858	0.61222	51	-0.47921	0.35165	0.71515	72	0.47162	0.42506	0.82355
"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	83	2.305	0.0018334	0.03789	-2.305	0.99817	1	-0.60876	0.572	0.77119	51	0.40539	0.10887	0.54552	32	-1.4922	0.94394	0.99973
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY"	113	-1.9937	0.88756	1	1.9937	0.11244	0.47531	-0.94364	0.69841	0.87215	50	-2.2123	0.90919	0.93411	63	0.70706	0.32607	0.7794
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY"	104	-0.39841	0.36125	0.92237	0.39841	0.63875	1	-1.4092	0.82565	0.92513	54	-1.6687	0.75929	0.93411	50	-0.29823	0.69027	0.96206
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	72	-0.79811	0.56426	1	0.79811	0.43574	0.93159	-1.8591	0.9086	0.97534	34	-1.8882	0.87301	0.93411	38	-0.77303	0.81436	0.98365
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"	71	-1.4039	0.79916	1	1.4039	0.20084	0.58856	-1.1673	0.75091	0.90196	32	-1.7865	0.86423	0.93411	39	0.043257	0.56046	0.93247
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS"	83	-1.5615	0.83397	1	1.5615	0.16603	0.55928	-0.42984	0.50551	0.73457	37	-1.3809	0.72493	0.93411	46	0.66109	0.3493	0.7794
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	108	0.25522	0.16166	0.69926	-0.25522	0.83834	1	-3.0406	0.99047	1	54	-1.5589	0.72515	0.93411	54	-2.7412	0.99594	0.99973
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	42	0.31641	0.20986	0.71379	-0.31641	0.79014	1	0.69357	0.17296	0.51064	21	1.1954	0.044867	0.3244	21	-0.2145	0.63949	0.94856
"KEGG_CIRCADIAN_RHYTHM_MAMMAL"	13	-1.7513	0.94702	1	1.7513	0.052979	0.32681	1.1239	0.12382	0.46061	4	0.12232	0.36681	0.71515	9	1.2692	0.1414	0.68758
"KEGG_LONG_TERM_POTENTIATION"	64	0.13869	0.23058	0.73618	-0.13869	0.76942	1	0.3805	0.24316	0.57983	35	-0.0082187	0.24399	0.65772	29	0.57429	0.36345	0.7794
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY"	123	-2.7799	0.97791	1	2.7799	0.022085	0.23234	0.72096	0.13161	0.46624	49	-0.5214	0.36916	0.71515	74	1.3538	0.1516	0.68758
"KEGG_LONG_TERM_DEPRESSION"	61	-0.046436	0.30462	0.80942	0.046436	0.69538	1	-1.5723	0.89064	0.96877	35	-1.7043	0.80889	0.93411	26	-0.4309	0.6931	0.96206
"KEGG_OLFACTORY_TRANSDUCTION"	86	1.36	0.019367	0.23753	-1.36	0.98063	1	-6.7361	1	1	64	-5.9241	1	1	22	-3.2139	0.99911	0.99973
"KEGG_TASTE_TRANSDUCTION"	38	1.6798	0.020432	0.23753	-1.6798	0.97957	1	-0.63936	0.62382	0.81813	27	-0.7882	0.53985	0.84381	11	0.046524	0.52569	0.92353
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	196	-0.19642	0.21417	0.71379	0.19642	0.78583	1	-0.93634	0.61289	0.81813	90	0.47428	0.045346	0.3244	106	-1.7103	0.9739	0.99973
"KEGG_INSULIN_SIGNALING_PATHWAY"	131	-4.5519	0.99992	1	4.5519	7.7561e-05	0.0072132	0.57039	0.15822	0.49047	42	-1.4566	0.72656	0.93411	89	1.6926	0.096094	0.64473
"KEGG_GNRH_SIGNALING_PATHWAY"	93	-2.0311	0.90625	1	2.0311	0.093753	0.44713	-0.034085	0.36944	0.66754	44	-1.8431	0.8568	0.93411	49	1.6996	0.091807	0.64473
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION"	82	0.23004	0.18765	0.71379	-0.23004	0.81235	1	1.1552	0.07377	0.36947	41	1.0179	0.040353	0.3244	41	0.61586	0.34825	0.7794
"KEGG_MELANOGENESIS"	93	-1.2785	0.72019	1	1.2785	0.27981	0.7033	0.37927	0.23454	0.574	50	-1.9776	0.86521	0.93411	43	2.6903	0.01168	0.28687
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY"	66	-2.4503	0.96561	1	2.4503	0.034386	0.26799	-0.32006	0.49213	0.72648	25	-1.7949	0.88135	0.93411	41	0.99553	0.23182	0.68758
"KEGG_TYPE_II_DIABETES_MELLITUS"	44	-1.3644	0.80858	1	1.3644	0.19142	0.58856	-3.1379	0.99605	1	17	-2.7269	0.98665	1	27	-1.8419	0.96501	0.99973
"KEGG_TYPE_I_DIABETES_MELLITUS"	38	0.53314	0.17668	0.71379	-0.53314	0.82332	1	-1.0998	0.77106	0.90196	20	-0.14074	0.32637	0.71417	18	-1.4497	0.93737	0.99973
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	19	0.32605	0.24786	0.73618	-0.32605	0.75214	1	-0.77946	0.72165	0.8773	12	-1.1469	0.77384	0.93411	7	0.21748	0.4494	0.8416
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION"	39	-0.16186	0.37592	0.92305	0.16186	0.62408	1	-2.4316	0.9826	1	20	-1.7467	0.877	0.93411	19	-1.6917	0.96071	0.99973
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"	41	-1.8219	0.92678	1	1.8219	0.073216	0.38909	1.2942	0.061639	0.34653	19	-0.74076	0.56794	0.86142	22	2.4552	0.018508	0.28687
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION"	22	-0.23408	0.47131	0.98499	0.23408	0.52869	1	-1.1214	0.7973	0.91542	9	0.30717	0.25596	0.66124	13	-1.7144	0.95137	0.99973
"KEGG_ALZHEIMERS_DISEASE"	149	2.8001	0.00011074	0.0034329	-2.8001	0.99989	1	1.2556	0.04203	0.34653	81	2.9531	2.3294e-05	0.0014442	68	-1.3645	0.93987	0.99973
"KEGG_PARKINSONS_DISEASE"	105	4.3164	2.0952e-07	1.9486e-05	-4.3164	1	1	2.0968	0.0092667	0.24623	63	4.1885	1.3856e-07	1.2886e-05	42	-1.8146	0.97393	0.99973
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	49	0.24539	0.2404	0.73618	-0.24539	0.7596	1	-0.35272	0.50462	0.73457	28	-0.66459	0.51305	0.83708	21	0.22861	0.48079	0.88541
"KEGG_HUNTINGTONS_DISEASE"	163	3.1999	2.7568e-05	0.0012819	-3.1999	0.99997	1	2.2129	0.0043848	0.16312	86	4.2422	5.222e-08	9.713e-06	77	-1.2636	0.92265	0.99973
"KEGG_PRION_DISEASES"	33	-1.5024	0.84475	1	1.5024	0.15525	0.55532	0.75812	0.16854	0.50563	12	-0.062872	0.37936	0.71515	21	0.99788	0.2261	0.68758
"KEGG_VIBRIO_CHOLERAE_INFECTION"	48	-1.3365	0.79789	1	1.3365	0.20211	0.58856	-0.2647	0.48087	0.72648	20	-0.66007	0.52818	0.84253	28	0.21129	0.48789	0.88968
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION"	62	-0.8568	0.60984	1	0.8568	0.39016	0.885	-1.1368	0.76677	0.90196	25	-0.45084	0.434	0.78809	37	-1.101	0.89888	0.99973
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION"	48	-2.2195	0.95899	1	2.2195	0.041009	0.28306	0.78782	0.16121	0.49157	17	0.12204	0.27185	0.67419	31	0.88994	0.25658	0.71115
"KEGG_LEISHMANIA_INFECTION"	66	-0.29511	0.37716	0.92305	0.29511	0.62284	1	-1.3443	0.82292	0.92513	37	-2.0984	0.90863	0.93411	29	0.34224	0.44583	0.8416
"KEGG_PATHWAYS_IN_CANCER"	306	-1.0698	0.43907	0.96806	1.0698	0.56093	1	1.494	0.015777	0.27808	147	0.31314	0.041202	0.3244	159	1.7715	0.10913	0.67216
"KEGG_COLORECTAL_CANCER"	62	-0.98638	0.65773	1	0.98638	0.34227	0.80586	-0.014348	0.36966	0.66754	27	-0.25744	0.33911	0.71515	35	0.20702	0.51251	0.9166
"KEGG_RENAL_CELL_CARCINOMA"	65	0.21209	0.21475	0.71379	-0.21209	0.78525	1	1.8139	0.020093	0.27808	29	2.5577	0.00083472	0.025876	36	0.1418	0.53147	0.92353
"KEGG_PANCREATIC_CANCER"	68	0.15261	0.23163	0.73618	-0.15261	0.76837	1	0.16617	0.34311	0.63187	33	0.42278	0.12795	0.56986	35	-0.1789	0.64767	0.94856
"KEGG_ENDOMETRIAL_CANCER"	52	-3.3898	0.99705	1	3.3898	0.0029506	0.078402	-0.022836	0.41803	0.69423	16	-1.6493	0.8763	0.93411	36	1.0721	0.22671	0.68758
"KEGG_GLIOMA"	63	-1.2067	0.72892	1	1.2067	0.27108	0.69071	0.76974	0.14288	0.46624	29	-0.19299	0.33379	0.71515	34	1.226	0.16518	0.68758
"KEGG_PROSTATE_CANCER"	85	-1.4151	0.78915	1	1.4151	0.21085	0.60209	0.46417	0.19295	0.52758	39	-0.82846	0.50455	0.8305	46	1.3938	0.14705	0.68758
"KEGG_THYROID_CANCER"	27	-2.6103	0.98371	1	2.6103	0.016288	0.21686	1.4134	0.052348	0.34653	6	0.5964	0.185	0.59327	21	1.2838	0.15546	0.68758
"KEGG_BASAL_CELL_CARCINOMA"	52	-1.3503	0.78636	1	1.3503	0.21364	0.60209	-0.14179	0.46183	0.70992	26	-1.7753	0.87631	0.93411	26	1.5748	0.097922	0.64473
"KEGG_MELANOMA"	67	0.60873	0.11732	0.6139	-0.60873	0.88268	1	0.25165	0.26286	0.59278	35	0.56026	0.11145	0.54552	32	-0.2218	0.66226	0.96206
"KEGG_BLADDER_CANCER"	40	-1.1882	0.77425	1	1.1882	0.22575	0.61523	1.2827	0.069236	0.35772	18	-0.018686	0.3206	0.7109	22	1.7465	0.075735	0.64473
"KEGG_CHRONIC_MYELOID_LEUKEMIA"	72	-2.1914	0.94019	1	2.1914	0.059813	0.33713	1.4272	0.041582	0.34653	30	-0.037895	0.25331	0.66124	42	1.9007	0.054397	0.63236
"KEGG_ACUTE_MYELOID_LEUKEMIA"	55	-4.1362	0.99972	1	4.1362	0.00027821	0.012937	1.0454	0.097246	0.40576	17	-1.8031	0.9033	0.93411	38	2.4638	0.01293	0.28687
"KEGG_SMALL_CELL_LUNG_CANCER"	83	-0.51211	0.46737	0.98499	0.51211	0.53263	1	0.91136	0.10695	0.43245	40	0.32143	0.15029	0.57048	43	0.95616	0.24497	0.70099
"KEGG_NON_SMALL_CELL_LUNG_CANCER"	52	-1.6341	0.8569	1	1.6341	0.1431	0.53234	0.91305	0.13981	0.46624	21	0.066624	0.27124	0.67419	31	1.1277	0.19134	0.68758
"KEGG_ASTHMA"	23	1.0089	0.089573	0.55359	-1.0089	0.91043	1	-0.51885	0.62459	0.81813	14	0.12996	0.28215	0.68156	9	-0.99153	0.84236	0.9854
"KEGG_AUTOIMMUNE_THYROID_DISEASE"	33	1.1767	0.061518	0.55359	-1.1767	0.93848	1	-0.031242	0.41135	0.68928	18	1.0178	0.069931	0.43524	15	-1.1613	0.89578	0.99973
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS"	86	0.80227	0.064914	0.55359	-0.80227	0.93509	1	-1.164	0.76197	0.90196	49	-0.68063	0.42663	0.78567	37	-0.99131	0.87943	0.99973
"KEGG_ALLOGRAFT_REJECTION"	32	0.78378	0.1188	0.6139	-0.78378	0.8812	1	-0.39812	0.5334	0.74039	18	0.28353	0.22345	0.65392	14	-0.92339	0.82081	0.98365
"KEGG_GRAFT_VERSUS_HOST_DISEASE"	33	0.69439	0.13963	0.61837	-0.69439	0.86037	1	0.23266	0.31914	0.61222	19	0.41069	0.16986	0.58775	14	-0.12123	0.57212	0.93247
"KEGG_PRIMARY_IMMUNODEFICIENCY"	33	1.0936	0.07175	0.55359	-1.0936	0.92825	1	-0.14335	0.45241	0.70992	20	0.20799	0.21197	0.64634	13	-0.48638	0.71063	0.9715
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	78	0.79903	0.080931	0.55359	-0.79903	0.91907	1	-1.4953	0.84584	0.93647	44	-0.99559	0.58595	0.86846	34	-1.1323	0.87559	0.99973
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	69	-0.29164	0.41089	0.9665	0.29164	0.58911	1	-2.0622	0.94728	0.98985	36	-2.1536	0.90985	0.93411	33	-0.73255	0.79556	0.98365
"KEGG_DILATED_CARDIOMYOPATHY"	84	0.13219	0.21491	0.71379	-0.13219	0.78509	1	-1.2509	0.78848	0.91091	46	-1.1592	0.60626	0.88791	38	-0.58449	0.76183	0.98365
"KEGG_VIRAL_MYOCARDITIS"	62	-0.38522	0.42677	0.96806	0.38522	0.57323	1	-0.074186	0.3912	0.67373	31	-0.56159	0.44492	0.78809	31	0.45668	0.39943	0.79885
