"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"KEGG_JAK_STAT_SIGNALING_PATHWAY"	119	13.15	0.00043518	0.0036792	-12.96	0.99958	1	18.795	0.11113	0.26845	86	17.605	0.24408	0.68719	33	7.2706	0.40953	0.77727
"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	79	13.262	9.6319e-05	0.0010538	-12.953	0.99988	1	19.969	0.00045005	0.004162	54	19.486	0.0020303	0.025957	25	6.8584	0.33053	0.73612
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY"	109	2.9212	0.60968	1	-2.9212	0.42983	0.96858	12.613	0.9025	0.98478	64	9.46	0.9725	0.99999	45	8.3483	0.45335	0.80558
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY"	102	9.6617	0.012017	0.061875	-9.6617	0.99078	1	15.288	0.43176	0.66923	67	14.963	0.35474	0.80145	35	5.3974	0.83294	0.96228
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	71	4.4662	0.29298	0.69865	-4.4662	0.7336	1	9.7099	0.89871	0.98478	46	8.258	0.92718	0.99999	25	5.1617	0.68653	0.89875
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"	69	2.2978	0.6155	1	-2.2978	0.41652	0.9659	10.329	0.82734	0.98478	40	7.8555	0.90122	0.99999	29	6.7061	0.45963	0.80558
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS"	82	7.6244	0.055884	0.18899	-7.553	0.94989	1	14.348	0.33262	0.55239	51	13.769	0.27377	0.71079	31	5.6755	0.71605	0.8993
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	106	15.472	2.4621e-06	4.1632e-05	-15.089	1	1	19.74	0.013935	0.061512	76	19.655	0.022627	0.13803	30	5.8227	0.64131	0.8811
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	41	11.553	0.00029323	0.0025971	-11.455	0.99975	1	10.613	0.30118	0.50926	32	11.885	0.17285	0.53612	9	0.2419	0.97201	0.99792
"KEGG_CIRCADIAN_RHYTHM_MAMMAL"	13	0.8667	0.56536	1	-0.87289	0.44738	0.98118	8.0383	0.10316	0.25504	7	5.9929	0.28094	0.71079	6	5.359	0.10222	0.33952
"KEGG_LONG_TERM_POTENTIATION"	62	0.16459	0.83353	1	1.4945	0.062088	0.21789	14.776	0.066811	0.18273	33	9.9837	0.47381	0.94247	29	10.955	0.0076246	0.040519
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY"	121	6.9357	0.14249	0.42746	-6.9357	0.88033	1	14.667	0.76689	0.95075	78	12.474	0.87934	0.99999	43	7.8034	0.5419	0.83755
"KEGG_LONG_TERM_DEPRESSION"	60	4.4109	0.27429	0.6713	-4.4109	0.75093	1	8.7829	0.88908	0.98478	34	8.7879	0.70462	0.9993	26	3.2928	0.95358	0.99792
"KEGG_OLFACTORY_TRANSDUCTION"	41	0.06523	0.79952	1	-0.06523	0.21316	0.57461	7.0349	0.86599	0.98478	21	4.1216	0.94223	0.99999	20	5.849	0.41701	0.78347
"KEGG_TASTE_TRANSDUCTION"	31	5.5318	0.10172	0.32067	-5.5313	0.90473	1	5.8655	0.87413	0.98478	20	6.7998	0.65373	0.9993	11	0.67782	0.96679	0.99792
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	192	25.743	3.1086e-15	1.1564e-13	-24.94	1	1	32.423	6.8815e-09	2.1333e-07	138	33.502	1.1696e-08	4.2806e-07	54	7.5805	0.74113	0.90691
"KEGG_INSULIN_SIGNALING_PATHWAY"	130	-0.97634	0.97365	1	0.97634	0.032237	0.12492	17.386	0.42973	0.66923	66	11.507	0.84527	0.99999	64	13.093	0.027209	0.11502
"KEGG_GNRH_SIGNALING_PATHWAY"	92	6.0425	0.16445	0.47792	-5.6958	0.82665	1	17.25	0.073498	0.18987	52	15.049	0.14867	0.49344	40	9.0025	0.22553	0.59899
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION"	81	5.4945	0.18864	0.50851	-5.4945	0.83293	1	13.031	0.56677	0.7639	51	11.084	0.70144	0.9993	30	6.96	0.39682	0.76092
"KEGG_MELANOGENESIS"	91	5.7522	0.20216	0.52961	-5.6628	0.81387	1	18.001	0.027417	0.099993	49	16.248	0.041553	0.21123	42	8.9472	0.26007	0.6365
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY"	64	1.2767	0.71453	1	-1.2767	0.31137	0.76203	12.593	0.36371	0.58827	36	8.5633	0.77022	0.9993	28	9.3284	0.060949	0.22228
"KEGG_TYPE_II_DIABETES_MELLITUS"	42	2.0401	0.53329	0.99597	-2.0401	0.49216	1	11.8	0.15003	0.32075	28	7.7085	0.73295	0.9993	14	9.5368	0.0030449	0.019529
"KEGG_TYPE_I_DIABETES_MELLITUS"	36	7.9446	0.015565	0.076186	-7.9446	0.98664	1	7.3931	0.73276	0.9209	28	7.9346	0.70084	0.9993	8	0.83878	0.91672	0.99792
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	18	-8.0678	0.99974	1	8.0678	0.00031186	0.002522	9.8934	0.043422	0.13925	6	1.3513	0.88157	0.99999	12	11.161	4.0293e-05	0.00046841
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION"	37	3.6645	0.28414	0.68636	-3.6645	0.73563	1	8.8532	0.50788	0.72666	23	7.5627	0.61452	0.9993	14	4.6992	0.47643	0.80558
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"	41	7.7392	0.021819	0.092237	-7.7433	0.98151	1	10.562	0.30935	0.51837	26	11.393	0.15209	0.49344	15	2.463	0.88962	0.99356
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION"	22	5.2032	0.088219	0.28787	-5.2032	0.9181	1	11.004	0.0266	0.099648	12	11.466	0.010317	0.086236	10	3.7614	0.51173	0.8158
"KEGG_ALZHEIMERS_DISEASE"	146	-1.4315	0.98041	1	1.5314	0.022548	0.092222	18.203	0.43828	0.67372	64	13.171	0.62206	0.9993	82	12.654	0.18201	0.51295
"KEGG_PARKINSONS_DISEASE"	105	-7.7701	0.99999	1	7.7701	1.809e-05	0.00022431	11.264	0.96903	1	32	4.6579	0.98248	0.99999	73	10.425	0.48603	0.80558
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	46	2.4335	0.50106	0.9708	-2.4335	0.52186	1	11.928	0.19047	0.38932	29	8.2526	0.68119	0.9993	17	8.8428	0.013857	0.067826
"KEGG_HUNTINGTONS_DISEASE"	162	0.55403	0.93547	1	-0.55667	0.083025	0.28077	18.421	0.58474	0.77135	73	14.766	0.48834	0.9507	89	11.479	0.47488	0.80558
"KEGG_PRION_DISEASES"	33	0.71954	0.69575	1	-0.20348	0.25922	0.66048	15.555	0.00042521	0.004162	13	13.289	0.0022837	0.02612	20	9.2667	0.0153	0.07297
"KEGG_VIBRIO_CHOLERAE_INFECTION"	47	7.2322	0.035715	0.13286	-6.2466	0.9334	1	14.647	0.019058	0.078773	26	14.742	0.0088601	0.08107	21	5.509	0.49835	0.80603
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION"	61	11.302	0.00098044	0.0071255	-11.302	0.99931	1	11.998	0.42068	0.66877	42	13.636	0.13069	0.47524	19	1.2236	0.98719	0.99792
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION"	49	12.051	0.00012793	0.0012523	-11.982	0.9999	1	12.16	0.20217	0.40276	36	13.208	0.11418	0.44459	13	1.6292	0.93077	0.99792
"KEGG_LEISHMANIA_INFECTION"	66	13.556	2.5805e-05	0.00031998	-13.272	0.99997	1	13.509	0.24266	0.44087	49	14.994	0.11398	0.44459	17	1.1615	0.98312	0.99792
"KEGG_PATHWAYS_IN_CANCER"	303	28.654	0	0	-27.394	1	1	40.659	1.8741e-13	1.1619e-11	204	41.626	1.2434e-14	7.585e-13	99	11.377	0.6324	0.8811
"KEGG_COLORECTAL_CANCER"	62	9.371	0.0053615	0.031164	-9.0987	0.99428	1	14.67	0.073466	0.18987	40	14.786	0.05186	0.24975	22	4.6896	0.69409	0.89875
"KEGG_RENAL_CELL_CARCINOMA"	65	8.2483	0.025367	0.10039	-7.9823	0.97367	1	13.576	0.22489	0.42684	41	13.394	0.15181	0.49344	24	4.8358	0.72041	0.8993
"KEGG_PANCREATIC_CANCER"	67	10.452	0.0021911	0.014054	-10.19	0.99769	1	15.764	0.044287	0.13962	45	15.781	0.043078	0.21306	22	4.9399	0.64425	0.8811
"KEGG_ENDOMETRIAL_CANCER"	51	1.8247	0.6047	1	-1.8247	0.42063	0.9659	7.6164	0.90376	0.98478	30	5.9776	0.93132	0.99999	21	4.7248	0.66445	0.89557
"KEGG_GLIOMA"	62	5.8314	0.1154	0.35636	-5.7723	0.89473	1	14.674	0.073177	0.18987	38	12.727	0.18651	0.56886	24	7.572	0.17132	0.4979
"KEGG_PROSTATE_CANCER"	84	10.078	0.0044259	0.026555	-9.9182	0.99575	1	17.421	0.041031	0.1346	53	17.126	0.026775	0.15312	31	6.2832	0.59211	0.86718
"KEGG_THYROID_CANCER"	27	1.5474	0.534	0.99597	-1.5474	0.48353	1	8.8284	0.28997	0.49481	17	6.4986	0.59955	0.9993	10	6.0334	0.11994	0.38463
"KEGG_BASAL_CELL_CARCINOMA"	51	7.1993	0.040402	0.14179	-7.0413	0.96073	1	14.633	0.030788	0.10778	30	14.414	0.016919	0.11519	21	5.5754	0.48388	0.80558
"KEGG_MELANOMA"	65	14.712	8.7057e-06	0.00011566	-14.283	0.99999	1	19.492	0.00021184	0.0024626	46	19.951	0.00021651	0.0036019	19	5.0082	0.55458	0.83755
"KEGG_BLADDER_CANCER"	39	10.189	0.0017446	0.011589	-9.4767	0.99699	1	13.315	0.026787	0.099648	27	13.936	0.015888	0.11519	12	3.1003	0.71363	0.8993
"KEGG_CHRONIC_MYELOID_LEUKEMIA"	72	9.0619	0.012308	0.061875	-8.8092	0.98661	1	15.25	0.10421	0.25504	51	13.494	0.31361	0.75549	21	7.2093	0.17523	0.50143
"KEGG_ACUTE_MYELOID_LEUKEMIA"	55	3.0619	0.42704	0.87389	-3.0618	0.59939	1	8.6162	0.87797	0.98478	33	6.9942	0.89019	0.99999	22	5.0573	0.61992	0.8773
"KEGG_SMALL_CELL_LUNG_CANCER"	83	19.776	6.2645e-10	1.4565e-08	-18.36	1	1	26.598	8.5122e-10	3.9582e-08	62	26.111	1.6813e-08	4.3954e-07	21	8.0137	0.084802	0.29761
"KEGG_NON_SMALL_CELL_LUNG_CANCER"	51	3.4284	0.36892	0.78874	-3.4284	0.65621	1	10.556	0.48959	0.71144	33	8.0824	0.77541	0.9993	18	6.8256	0.16232	0.47924
"KEGG_ASTHMA"	22	6.9262	0.02255	0.093206	-6.9262	0.97965	1	7.1953	0.4446	0.67783	17	7.5352	0.42761	0.91211	5	1.1989	0.78639	0.93164
"KEGG_AUTOIMMUNE_THYROID_DISEASE"	32	6.8442	0.033323	0.12649	-6.8442	0.97051	1	6.0281	0.8531	0.98478	23	6.9791	0.70535	0.9993	9	0.21	0.97315	0.99792
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS"	80	3.3444	0.4716	0.92334	-3.1234	0.53132	1	10.519	0.88667	0.98478	47	8.262	0.92628	0.99999	33	6.518	0.57662	0.85119
"KEGG_ALLOGRAFT_REJECTION"	32	6.6622	0.038628	0.13817	-6.6622	0.96569	1	5.5049	0.90255	0.98478	23	6.5889	0.75994	0.9993	9	-0.15291	0.98359	0.99792
"KEGG_GRAFT_VERSUS_HOST_DISEASE"	32	6.8447	0.03331	0.12649	-6.7339	0.96766	1	8.1918	0.51234	0.72744	23	8.2251	0.50354	0.95987	9	2.2979	0.77326	0.93164
"KEGG_PRIMARY_IMMUNODEFICIENCY"	31	8.7341	0.0071297	0.040185	-8.7342	0.99335	1	11.807	0.051017	0.15305	23	11.421	0.088022	0.39288	8	3.8772	0.39597	0.76092
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	71	21.662	1.0686e-11	3.3128e-10	-20.54	1	1	24.64	8.6929e-09	2.3098e-07	56	25.062	3.8136e-08	8.7237e-07	15	5.1827	0.39609	0.76092
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	65	19.104	1.9626e-09	4.0559e-08	-18.273	1	1	22.118	9.9502e-07	2.0564e-05	51	22.404	1.1377e-05	0.0002082	14	4.8979	0.43275	0.8022
"KEGG_DILATED_CARDIOMYOPATHY"	76	21.069	2.3936e-11	6.3602e-10	-20.056	1	1	24.758	1.5352e-08	3.5694e-07	57	25.812	1.6672e-08	4.3954e-07	19	4.8074	0.59807	0.86908
"KEGG_VIRAL_MYOCARDITIS"	61	11.289	0.00099604	0.0071255	-10.99	0.99897	1	15.25	0.041248	0.1346	47	14.107	0.15369	0.49344	14	5.9853	0.21987	0.59268
