"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY"	56	4.051	0.00042074	0.0039129	-4.051	0.99958	1	-0.12528	0.14687	0.40193	40	1.2154	0.0344	0.23698	16	-2.1561	0.87396	0.98263
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY"	53	0.12768	0.80133	1	-0.12768	0.19867	0.83911	-0.64937	0.29965	0.56206	27	-0.71127	0.58105	0.89526	26	-0.20232	0.15413	0.71672
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"	37	0.90517	0.44204	0.7341	-0.90517	0.55796	1	-0.24036	0.23424	0.47357	20	0.071351	0.31838	0.72446	17	-0.43199	0.29207	0.89908
"KEGG_JAK_STAT_SIGNALING_PATHWAY"	126	3.9604	0.0035901	0.023026	-3.9604	0.99641	1	-1.0029	0.19318	0.44877	85	0.046888	0.16924	0.54274	41	-1.8256	0.5967	0.98263
"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	84	3.506	0.0050819	0.025547	-3.506	0.99492	1	-0.53424	0.18071	0.42546	57	0.5366	0.10516	0.43466	27	-1.722	0.70641	0.98263
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY"	114	3.1682	0.022116	0.082271	-3.1682	0.97788	1	-1.9914	0.59132	0.79445	75	-0.43443	0.33763	0.72446	39	-2.8023	0.90739	0.98641
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY"	105	4.2882	0.00059367	0.0050192	-4.2882	0.99941	1	-1.3797	0.40434	0.65397	73	0.46739	0.096059	0.41551	32	-3.2052	0.96701	0.98641
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	72	2.9702	0.015726	0.064693	-2.9702	0.98427	1	-2.4228	0.86062	0.96796	51	-0.91591	0.5934	0.89526	21	-3.0588	0.9797	0.98641
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"	72	2.4143	0.062957	0.18015	-2.4143	0.93704	1	-2.4376	0.86388	0.96796	46	-0.91621	0.58331	0.89526	26	-2.8377	0.95057	0.98641
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS"	82	3.2847	0.0089052	0.040399	-3.2847	0.99109	1	-0.38025	0.15206	0.40193	58	0.023084	0.23702	0.64596	24	-0.73874	0.3372	0.89908
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	107	5.7647	6.2114e-07	1.4442e-05	-5.7647	1	1	0.72547	0.007279	0.076795	77	2.3858	0.00064967	0.013426	30	-2.4522	0.88226	0.98263
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	43	5.5547	3.349e-08	1.2458e-06	-5.5547	1	1	2.5577	0.00038288	0.010174	34	3.4418	5.4385e-05	0.0016859	9	-1.099	0.66191	0.98263
"KEGG_CIRCADIAN_RHYTHM_MAMMAL"	13	2.0862	0.035972	0.11578	-2.0862	0.96403	1	2.2574	0.0026935	0.041749	10	1.8535	0.01892	0.15291	3	1.3152	0.031833	0.32534
"KEGG_LONG_TERM_POTENTIATION"	63	0.26305	0.78797	1	-0.26305	0.21203	0.83911	-2.4979	0.88251	0.97128	35	-2.0675	0.9263	1	28	-1.4353	0.56251	0.98263
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY"	123	2.8913	0.052453	0.15736	-2.8913	0.94755	1	-0.25614	0.064689	0.30542	79	0.32559	0.12641	0.48984	44	-0.86452	0.20965	0.81241
"KEGG_LONG_TERM_DEPRESSION"	60	0.50103	0.7323	0.98701	-0.50103	0.2677	1	-1.508	0.57999	0.79445	35	-1.5709	0.83241	0.97376	25	-0.47738	0.21627	0.81366
"KEGG_OLFACTORY_TRANSDUCTION"	80	-0.59069	0.96948	1	0.59069	0.030519	0.24166	-7.2837	1	1	37	-5.4444	1	1	43	-4.8845	0.99962	0.99962
"KEGG_TASTE_TRANSDUCTION"	37	-0.27344	0.87532	1	0.27344	0.12468	0.64418	-3.6327	0.99507	1	19	-3.3305	0.99778	1	18	-1.7865	0.76032	0.98263
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	196	5.0812	0.00010978	0.0011344	-5.0812	0.99989	1	-1.1733	0.14609	0.40193	132	0.28816	0.085039	0.3766	64	-2.4672	0.72579	0.98263
"KEGG_INSULIN_SIGNALING_PATHWAY"	131	2.7165	0.078692	0.20615	-2.7165	0.92131	1	-2.6736	0.79821	0.94526	83	-1.3389	0.67993	0.89986	48	-2.6561	0.84232	0.98263
"KEGG_GNRH_SIGNALING_PATHWAY"	93	1.9392	0.20952	0.42825	-1.9392	0.79048	1	-2.9912	0.92749	0.99388	56	-1.6979	0.84129	0.97801	37	-2.6535	0.89632	0.98641
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION"	82	1.5759	0.31914	0.58196	-1.5759	0.68086	1	-2.931	0.92757	0.99388	53	-1.9907	0.87949	0.99748	29	-2.2374	0.82963	0.98263
"KEGG_MELANOGENESIS"	93	1.8607	0.23453	0.47417	-1.8607	0.76547	1	-1.1659	0.35362	0.60716	58	-0.99278	0.59134	0.89526	35	-0.62251	0.19439	0.81201
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY"	66	2.163	0.10678	0.25463	-2.163	0.89322	1	-1.1862	0.45472	0.67006	39	0.29582	0.17679	0.55734	27	-2.2101	0.85838	0.98263
"KEGG_TYPE_II_DIABETES_MELLITUS"	44	2.8348	0.015999	0.064693	-2.8348	0.984	1	-0.96571	0.45751	0.67006	32	-0.16527	0.34463	0.72446	12	-1.5793	0.77342	0.98263
"KEGG_TYPE_I_DIABETES_MELLITUS"	37	4.3305	4.4783e-05	0.00055531	-4.3305	0.99996	1	0.55084	0.067324	0.30542	28	2.0358	0.0072526	0.074943	9	-2.4739	0.96538	0.98641
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	20	0.25455	0.63455	0.93672	-0.25455	0.36545	1	-1.3097	0.72589	0.90614	10	-0.53739	0.60165	0.89526	10	-1.3148	0.71401	0.98263
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION"	39	0.82194	0.47951	0.77556	-0.82194	0.52049	1	-0.89228	0.43997	0.66696	24	-0.65427	0.55491	0.89526	15	-0.61118	0.36391	0.89908
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"	41	2.193	0.067678	0.18244	-2.193	0.93232	1	-2.147	0.84982	0.96796	25	-0.27748	0.41954	0.8035	16	-3.0901	0.9811	0.98641
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION"	22	0.55555	0.52294	0.8243	-0.55555	0.47706	1	-1.5081	0.77018	0.93145	12	-0.65609	0.62093	0.8953	10	-1.5182	0.78165	0.98263
"KEGG_ALZHEIMERS_DISEASE"	148	0.54716	0.85699	1	-0.54716	0.14301	0.665	-3.4315	0.92976	0.99388	75	-1.664	0.78431	0.95437	73	-3.1994	0.8699	0.98263
"KEGG_PARKINSONS_DISEASE"	106	-1.0418	0.99529	1	1.0418	0.0047124	0.073042	-4.1832	0.99202	1	48	-3.3167	0.99537	1	58	-2.6379	0.80587	0.98263
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	48	1.4864	0.24586	0.48137	-1.4864	0.75414	1	-1.7461	0.74298	0.90931	27	-0.36854	0.4468	0.83106	21	-2.2219	0.88105	0.98263
"KEGG_HUNTINGTONS_DISEASE"	163	-0.11652	0.96882	1	0.11652	0.031183	0.24166	-3.0653	0.84053	0.96795	80	-1.7771	0.79531	0.95437	83	-2.5509	0.63336	0.98263
"KEGG_PRION_DISEASES"	33	1.6281	0.13428	0.30834	-1.6281	0.86572	1	0.91174	0.041667	0.27549	22	0.52046	0.15867	0.53299	11	0.84314	0.042139	0.34078
"KEGG_VIBRIO_CHOLERAE_INFECTION"	48	2.9058	0.013082	0.055302	-2.9058	0.98692	1	-1.1026	0.5025	0.71897	36	-0.50244	0.47009	0.83544	12	-1.335	0.69059	0.98263
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION"	62	2.8114	0.02045	0.077627	-2.8114	0.97955	1	-0.50824	0.23003	0.47357	39	0.90267	0.065147	0.32902	23	-2.0099	0.82367	0.98263
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION"	49	3.0061	0.011921	0.051566	-3.0061	0.98808	1	-0.98524	0.43493	0.66696	36	-0.089132	0.32198	0.72446	13	-1.7645	0.81169	0.98263
"KEGG_LEISHMANIA_INFECTION"	67	5.9374	1.9789e-08	9.202e-07	-5.9374	1	1	1.3625	0.0039014	0.05582	55	2.222	0.0023811	0.034078	12	-1.5375	0.76018	0.98263
"KEGG_PATHWAYS_IN_CANCER"	308	6.8864	1.0773e-07	3.3396e-06	-6.8864	1	1	0.53076	0.00036238	0.010174	204	2.2158	0.00039554	0.0091963	104	-2.1899	0.37885	0.89908
"KEGG_COLORECTAL_CANCER"	62	3.3729	0.0039584	0.024542	-3.3729	0.99604	1	0.26606	0.066832	0.30542	45	0.73296	0.07813	0.35444	17	-0.6844	0.38471	0.89908
"KEGG_RENAL_CELL_CARCINOMA"	65	1.3721	0.32384	0.5848	-1.3721	0.67616	1	-0.84135	0.33715	0.60299	42	-0.93851	0.61484	0.8953	23	-0.14616	0.17316	0.76683
"KEGG_PANCREATIC_CANCER"	68	1.8822	0.17936	0.38792	-1.8822	0.82064	1	-1.3956	0.5148	0.73094	43	-0.95313	0.61491	0.8953	25	-1.0517	0.42787	0.89908
"KEGG_ENDOMETRIAL_CANCER"	52	2.0094	0.10182	0.24919	-2.0094	0.89818	1	-0.82655	0.36234	0.60717	37	-0.8536	0.59762	0.89526	15	-0.19832	0.22103	0.81366
"KEGG_GLIOMA"	63	2.4732	0.047163	0.14401	-2.4732	0.95284	1	-0.2695	0.15991	0.40193	44	-0.33801	0.39808	0.7794	19	0.023639	0.14465	0.68988
"KEGG_PROSTATE_CANCER"	85	1.7266	0.28237	0.53258	-1.7266	0.71763	1	-0.42572	0.15873	0.40193	52	-0.14985	0.29191	0.72446	33	-0.49514	0.20822	0.81241
"KEGG_THYROID_CANCER"	27	2.426	0.028235	0.099088	-2.426	0.97177	1	0.54786	0.085777	0.34684	20	0.81865	0.12196	0.48263	7	-0.30779	0.37625	0.89908
"KEGG_BASAL_CELL_CARCINOMA"	53	2.5563	0.033233	0.11239	-2.5563	0.96677	1	0.59074	0.041268	0.27549	33	1.2572	0.041449	0.25698	20	-0.65322	0.32965	0.89908
"KEGG_MELANOMA"	68	2.3871	0.069965	0.18591	-2.3871	0.93003	1	-1.2055	0.44283	0.66696	48	-1.1555	0.69066	0.89986	20	-0.43283	0.2525	0.86973
"KEGG_BLADDER_CANCER"	40	3.475	0.0017498	0.013561	-3.475	0.99825	1	0.72254	0.044795	0.27549	27	1.5955	0.01911	0.15291	13	-1.032	0.55356	0.98263
"KEGG_CHRONIC_MYELOID_LEUKEMIA"	72	2.7928	0.025403	0.092647	-2.7928	0.9746	1	-0.72816	0.26985	0.53395	50	-0.31011	0.35195	0.72446	22	-0.84978	0.39185	0.89908
"KEGG_ACUTE_MYELOID_LEUKEMIA"	55	2.5328	0.033122	0.11239	-2.5328	0.96688	1	-0.48258	0.22966	0.47357	39	-0.15229	0.31013	0.72446	16	-0.65695	0.3631	0.89908
"KEGG_SMALL_CELL_LUNG_CANCER"	83	4.8269	3.7682e-05	0.00050063	-4.8269	0.99996	1	0.9862	0.0061511	0.076273	59	2.1346	0.0033732	0.044815	24	-1.5128	0.64	0.98263
"KEGG_NON_SMALL_CELL_LUNG_CANCER"	52	1.6092	0.20495	0.42356	-1.6092	0.79505	1	-1.0264	0.43521	0.66696	35	-1.0002	0.65771	0.89986	17	-0.35997	0.26767	0.89817
"KEGG_ASTHMA"	24	3.5305	0.00067337	0.0054455	-3.5305	0.99933	1	0.35947	0.12677	0.40193	18	1.6663	0.019506	0.15291	6	-2.1671	0.93885	0.98641
"KEGG_AUTOIMMUNE_THYROID_DISEASE"	34	3.3685	0.0018489	0.013756	-3.3685	0.99815	1	1.0022	0.025772	0.21789	26	1.5164	0.027761	0.1986	8	-0.66769	0.48612	0.95178
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS"	86	2.5214	0.066965	0.18244	-2.5214	0.93304	1	-0.98685	0.30218	0.56206	52	0.098922	0.21432	0.59497	34	-1.6918	0.64043	0.98263
"KEGG_ALLOGRAFT_REJECTION"	33	4.224	2.6409e-05	0.00037785	-4.224	0.99997	1	0.64795	0.06923	0.30583	26	1.7787	0.015147	0.14087	7	-2.0211	0.919	0.98641
"KEGG_GRAFT_VERSUS_HOST_DISEASE"	33	3.5502	0.00051788	0.0045869	-3.5502	0.99948	1	1.0325	0.032438	0.2379	23	2.2579	0.0047584	0.059004	10	-1.5487	0.79094	0.98263
"KEGG_PRIMARY_IMMUNODEFICIENCY"	33	4.0734	5.3891e-05	0.00062648	-4.0734	0.99995	1	2.1802	0.001671	0.034534	22	3.5978	2.2745e-05	0.00084613	11	-1.3118	0.68364	0.98263
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	77	3.0443	0.017037	0.067423	-3.0443	0.98296	1	0.51851	0.033254	0.2379	48	1.4705	0.019731	0.15291	29	-1.047	0.40695	0.89908
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	70	3.6211	0.0021152	0.015132	-3.6211	0.99788	1	0.5449	0.027508	0.22246	48	1.1998	0.036271	0.24095	22	-0.80018	0.37238	0.89908
"KEGG_DILATED_CARDIOMYOPATHY"	83	2.8398	0.034916	0.11578	-2.8398	0.96508	1	-0.56141	0.17211	0.41803	56	-0.17229	0.30051	0.72446	27	-0.73619	0.29887	0.89908
"KEGG_VIRAL_MYOCARDITIS"	63	4.6447	2.0474e-05	0.00031735	-4.6447	0.99998	1	1.1883	0.0077057	0.076795	46	1.903	0.0063303	0.069261	17	-0.84282	0.44686	0.91336
